S/N,StudentID,FirstName,LastName,Gender,Department,Birth date
42,MAT / 1042,Amber,Austin,Male,Mathematics,25/04/1999
42,PHY / 1042,Rebecca,Peterson,Male,Physics,15/01/2000
42,POL / 1042,Kimberly,Wright,Female,Political Science,06/08/1996
42,PSY / 1042,Autumn,Bailey,Male,Psychology,19/12/2002
43,BIO / 1043,Leslie,Chang,Female,Biology,02/09/2000
43,CHE / 1043,Crystal,Williams,Female,Chemistry,27/03/2002
43,COM / 1043,Mark,Wright,Male,Computer Science,24/11/2001
43,ECO / 1043,Aaron,Cruz,Female,Economics,29/05/1997
43,ENG / 1043,Lisa,Taylor,Female,English,01/10/2000
43,HIS / 1043,Betty,Goodwin,Male,History,28/04/1996
43,MAT / 1043,Shane,Michael,Female,Mathematics,29/05/1998
43,PHY / 1043,Jessica,Thornton,Male,Physics,14/02/1998
43,POL / 1043,Jeffrey,Olsen,Female,Political Science,10/01/1999
43,PSY / 1043,Mary,Neal,Female,Psychology,08/11/1999
44,BIO / 1044,Dustin,Parker,Male,Biology,06/09/2002
44,CHE / 1044,Sue,Tran,Male,Chemistry,04/06/1998
44,COM / 1044,Andrew,Knight,Male,Computer Science,28/04/2000
44,ECO / 1044,Katherine,Gomez,Female,Economics,05/02/2002
44,ENG / 1044,Shannon,Estes,Female,English,19/06/2002
44,HIS / 1044,Alexandra,Stephenson,Female,History,14/09/1998
44,MAT / 1044,Yolanda,Moyer,Male,Mathematics,20/04/1997
44,PHY / 1044,Dennis,Dougherty,Male,Physics,11/10/2001
44,POL / 1044,Adam,Moran,Female,Political Science,02/12/2001
44,PSY / 1044,Matthew,Moore,Female,Psychology,01/03/1998
45,BIO / 1045,Veronica,Gonzales,Female,Biology,05/08/1997
45,CHE / 1045,Thomas,Wang,Female,Chemistry,05/04/1997
45,COM / 1045,Vanessa,Walsh,Female,Computer Science,03/05/2002
45,ECO / 1045,Maria,Jones,Female,Economics,15/12/1997
45,ENG / 1045,Robert,Brown,Female,English,23/01/1998
45,HIS / 1045,Rita,Jensen,Male,History,28/02/2002
45,MAT / 1045,Michael,Santana,Male,Mathematics,02/03/1998
45,PHY / 1045,Crystal,Miller,Female,Physics,13/06/1999
45,POL / 1045,Stacy,Fuentes,Female,Political Science,17/10/1999
45,PSY / 1045,Craig,Giles,Female,Psychology,13/12/2000
46,BIO / 1046,Laura,Campos,Male,Biology,17/12/1998
46,CHE / 1046,Tyler,Clark,Male,Chemistry,27/06/2002
46,COM / 1046,Sonia,Warren,Female,Computer Science,29/12/2002
46,ECO / 1046,Angela,Freeman,Female,Economics,09/07/1998
46,ENG / 1046,Gregory,Sandoval,Female,English,14/03/2000
46,HIS / 1046,Aaron,Anderson,Male,History,09/02/2000
46,MAT / 1046,Matthew,Dixon,Female,Mathematics,27/11/2002
46,PHY / 1046,Barbara,Williams,Male,Physics,23/04/1996
46,POL / 1046,Wesley,Brooks,Female,Political Science,17/05/1998
46,PSY / 1046,Dana,Donaldson,Female,Psychology,17/01/2001
47,BIO / 1047,Jeffrey,Gardner,Female,Biology,09/03/1998
47,CHE / 1047,Mark,Lawrence,Male,Chemistry,13/07/1996
47,COM / 1047,Michael,Brady,Female,Computer Science,28/12/1999
47,ECO / 1047,Amanda,Johnson,Male,Economics,24/05/1996
47,ENG / 1047,Kelly,Douglas,Female,English,12/04/1999
47,HIS / 1047,Kevin,Donovan,Female,History,04/10/2000
47,MAT / 1047,Tiffany,Ware,Female,Mathematics,20/02/2000
47,PHY / 1047,Danielle,Watts,Male,Physics,28/06/1996
47,POL / 1047,Tara,Foster,Male,Political Science,28/02/1998
47,PSY / 1047,Vincent,Tran,Male,Psychology,30/06/2000
48,BIO / 1048,Alyssa,Norman,Female,Biology,01/03/1996
48,CHE / 1048,Brandon,Armstrong,Male,Chemistry,23/02/1999
48,COM / 1048,Ernest,Mitchell,Male,Computer Science,19/08/1996
48,ECO / 1048,Michael,Williamson,Male,Economics,15/12/2000
48,ENG / 1048,Christie,Jimenez,Female,English,06/05/2001
48,HIS / 1048,James,Munoz,Male,History,19/11/2000
48,MAT / 1048,Patrick,Smith,Male,Mathematics,24/11/2002
48,PHY / 1048,Bill,Kerr,Female,Physics,17/11/1998
48,POL / 1048,Karen,Ross,Female,Political Science,19/07/1997
48,PSY / 1048,Joseph,Morales,Female,Psychology,19/10/2002
49,BIO / 1049,Krista,Mays,Female,Biology,15/03/2002
49,CHE / 1049,Angelica,Johnson,Male,Chemistry,26/06/2001
49,COM / 1049,Michael,Lopez,Female,Computer Science,23/10/1999
49,ECO / 1049,Rachel,Joyce,Male,Economics,28/08/1998
49,ENG / 1049,Jennifer,Baker,Male,English,03/04/1997
49,HIS / 1049,Mathew,Johnson,Female,History,25/10/1998
49,MAT / 1049,Brenda,Carlson,Male,Mathematics,05/09/2000
49,PHY / 1049,Chase,Baker,Female,Physics,02/07/2000
49,POL / 1049,Cindy,Williams,Female,Political Science,04/11/1997
49,PSY / 1049,Joshua,Buckley,Male,Psychology,20/04/1996
50,BIO / 1050,Tara,Irwin,Female,Biology,11/12/2000
50,CHE / 1050,Melissa,Wilson,Female,Chemistry,26/05/1997
50,COM / 1050,Samuel,Evans,Male,Computer Science,24/09/1996
50,ECO / 1050,Justin,Davidson,Female,Economics,20/01/1996
50,ENG / 1050,Veronica,Gates,Male,English,10/05/1996
50,HIS / 1050,Lisa,Burgess,Female,History,17/02/1996
50,MAT / 1050,William,Davis,Male,Mathematics,13/12/1998
50,PHY / 1050,Sarah,Jones,Male,Physics,20/10/1997
50,POL / 1050,Jonathan,Cline,Male,Political Science,10/01/1999
50,PSY / 1050,Ryan,Franklin,Female,Psychology,30/11/1996
51,BIO / 1051,Larry,Gonzalez,Male,Biology,28/07/2001
51,CHE / 1051,Luke,Martinez,Female,Chemistry,08/08/1996
51,COM / 1051,Steven,Gates,Male,Computer Science,19/12/2001
51,ECO / 1051,Tyler,Johnson,Male,Economics,16/02/2001
51,ENG / 1051,Mitchell,Carr,Male,English,02/10/2001
51,HIS / 1051,John,Bradford,Male,History,30/01/1998
51,MAT / 1051,Jennifer,King,Male,Mathematics,23/10/2000
51,PHY / 1051,Richard,Ramsey,Female,Physics,28/09/2001
51,POL / 1051,Amy,Miller,Male,Political Science,07/11/2000
51,PSY / 1051,Drew,Lynch,Male,Psychology,25/05/2000
52,BIO / 1052,Randy,Walker,Female,Biology,27/05/1998
52,CHE / 1052,Sharon,Jackson,Female,Chemistry,09/06/2000
52,COM / 1052,Jennifer,Hamilton,Male,Computer Science,21/05/1998
52,ECO / 1052,Lori,Morris,Male,Economics,17/10/1996
52,ENG / 1052,Ashley,Allen,Female,English,12/11/1997
52,HIS / 1052,Mark,Booth,Male,History,28/09/1998
52,MAT / 1052,Andrew,Jenkins,Female,Mathematics,21/12/2000
52,PHY / 1052,Alyssa,Gonzales,Female,Physics,20/01/1996
52,POL / 1052,Kenneth,Green,Female,Political Science,18/04/1997
52,PSY / 1052,James,Watts,Female,Psychology,03/03/2000
53,BIO / 1053,Cheryl,Alvarez,Male,Biology,07/09/1997
53,CHE / 1053,Sydney,Finley,Male,Chemistry,01/11/1998
53,COM / 1053,Marc,Fernandez,Female,Computer Science,24/10/2001
53,ECO / 1053,Raven,Martin,Male,Economics,18/10/2001
53,ENG / 1053,Ronald,Richardson,Female,English,11/09/1999
53,HIS / 1053,Kristina,Melendez,Male,History,21/10/1999
53,MAT / 1053,Elizabeth,Wilson,Female,Mathematics,29/08/1998
53,PHY / 1053,Lauren,Woods,Male,Physics,20/01/2002
53,POL / 1053,Marvin,Monroe,Male,Political Science,12/12/1996
53,PSY / 1053,Sarah,Sharp,Male,Psychology,15/08/2001
54,BIO / 1054,Kendra,Wood,Male,Biology,22/02/2000
54,CHE / 1054,James,Hunt,Male,Chemistry,15/01/1998
54,COM / 1054,Amanda,Ruiz,Male,Computer Science,23/10/2001
54,ECO / 1054,Jill,Diaz,Male,Economics,01/08/1999
54,ENG / 1054,Michelle,Hamilton,Female,English,01/07/1996
54,HIS / 1054,Tiffany,Romero,Female,History,12/02/1998
54,MAT / 1054,Kathy,Mcdonald,Female,Mathematics,06/08/2001
54,PHY / 1054,Claire,Haynes,Male,Physics,16/08/2001
54,POL / 1054,Jeffrey,Nguyen,Male,Political Science,09/05/1997
54,PSY / 1054,Adam,Matthews,Male,Psychology,04/02/2002
55,BIO / 1055,Rebecca,Wilcox,Female,Biology,29/09/1998
55,CHE / 1055,Kimberly,Brooks,Female,Chemistry,09/11/2001
55,COM / 1055,Melanie,Wheeler,Male,Computer Science,26/07/2000
55,ECO / 1055,Crystal,Greene,Female,Economics,14/01/2001
55,ENG / 1055,Donald,Taylor,Female,English,10/09/1998
55,HIS / 1055,Melissa,Parsons,Female,History,22/04/1997
55,MAT / 1055,Mallory,Hughes,Female,Mathematics,13/03/2001
55,PHY / 1055,Martin,Griffin,Female,Physics,26/12/1997
55,POL / 1055,Lori,Gonzalez,Male,Political Science,14/11/1999
55,PSY / 1055,Robert,Rocha,Female,Psychology,04/05/2000
56,BIO / 1056,Michael,Pineda,Male,Biology,29/04/2002
56,CHE / 1056,Barry,Baldwin,Female,Chemistry,17/08/2002
56,COM / 1056,Lawrence,Hood,Female,Computer Science,28/03/2000
56,ECO / 1056,Natalie,Crane,Male,Economics,17/09/2001
56,ENG / 1056,Sonia,Schmidt,Female,English,07/01/2000
56,HIS / 1056,Carlos,Hines,Male,History,30/10/2000
56,MAT / 1056,Angela,Johnson,Male,Mathematics,17/11/1996
56,PHY / 1056,Laura,Hernandez,Male,Physics,04/03/1999
56,POL / 1056,Kenneth,Mendez,Female,Political Science,13/11/2002
56,PSY / 1056,Michaela,Young,Male,Psychology,28/07/2001
57,BIO / 1057,Nathaniel,Jones,Male,Biology,08/03/2002
57,CHE / 1057,Bryan,Smith,Female,Chemistry,18/10/2001
57,COM / 1057,James,Bowers,Male,Computer Science,27/01/1998
57,ECO / 1057,Richard,Johnson,Female,Economics,05/08/1996
57,ENG / 1057,Zachary,Lee,Female,English,10/02/1998
57,HIS / 1057,Natasha,Woods,Female,History,14/01/1999
57,MAT / 1057,Jennifer,Price,Female,Mathematics,02/12/1998
57,PHY / 1057,Marcus,Scott,Male,Physics,04/02/1996
57,POL / 1057,April,Moses,Female,Political Science,03/12/1996
57,PSY / 1057,William,Harris,Female,Psychology,30/01/1998
58,BIO / 1058,Julia,Woods,Female,Biology,11/06/2001
58,CHE / 1058,Carlos,Ward,Female,Chemistry,20/05/1996
58,COM / 1058,Matthew,Marsh,Female,Computer Science,10/06/2001
58,ECO / 1058,Charlene,Grant,Male,Economics,06/03/1998
58,ENG / 1058,James,Aguilar,Female,English,12/01/2002
58,HIS / 1058,Samantha,Boyd,Male,History,26/10/2001
58,MAT / 1058,Patrick,Newton,Male,Mathematics,18/03/2002
58,PHY / 1058,Shawn,Smith,Male,Physics,12/09/1996
58,POL / 1058,Jonathan,Price,Male,Political Science,15/01/2002
58,PSY / 1058,Jason,Stout,Female,Psychology,17/10/2002
59,BIO / 1059,Michael,Jimenez,Female,Biology,22/02/1997
59,CHE / 1059,Julie,Stevens,Male,Chemistry,20/06/2002
59,COM / 1059,Robert,Sanchez,Male,Computer Science,06/11/1997
59,ECO / 1059,Tracey,Juarez,Female,Economics,23/05/2002
59,ENG / 1059,Jason,Case,Female,English,09/01/1998
59,HIS / 1059,Mark,Clayton,Male,History,05/05/2000
59,MAT / 1059,Johnny,Turner,Male,Mathematics,09/11/1996
59,PHY / 1059,Blake,Melendez,Female,Physics,21/03/1996
59,POL / 1059,Rebecca,Williams,Female,Political Science,25/10/1996
59,PSY / 1059,Danielle,Taylor,Female,Psychology,03/10/1996
60,BIO / 1060,Marie,English,Male,Biology,15/12/2002
60,CHE / 1060,Andrew,Marquez,Male,Chemistry,20/01/2001
60,COM / 1060,Jennifer,Jones,Male,Computer Science,04/08/1996
60,ECO / 1060,Robert,Williams,Male,Economics,28/07/2002
60,ENG / 1060,Barry,Ruiz,Male,English,02/03/2001
60,HIS / 1060,Cassandra,Brown,Male,History,30/06/2000
60,MAT / 1060,Tony,Marshall,Male,Mathematics,07/02/1996
60,PHY / 1060,Mary,Berry,Female,Physics,02/06/1996
60,POL / 1060,James,Hart,Male,Political Science,11/11/1996
60,PSY / 1060,Susan,Kane,Male,Psychology,10/07/2000
61,BIO / 1061,Jesse,Jacobson,Male,Biology,02/01/2001
61,CHE / 1061,Steven,Aguilar,Female,Chemistry,15/08/1998
61,COM / 1061,Tammy,Schwartz,Female,Computer Science,11/08/2002
61,ECO / 1061,Amy,Glass,Male,Economics,06/01/2000
61,ENG / 1061,Robert,Davis,Male,English,02/10/1999
61,HIS / 1061,Matthew,Evans,Female,History,18/09/1998
61,MAT / 1061,Victoria,Edwards,Male,Mathematics,17/11/2000
61,PHY / 1061,John,Sparks,Male,Physics,18/10/1999
61,POL / 1061,Brian,Simpson,Male,Political Science,13/12/2002
61,PSY / 1061,Michelle,James,Female,Psychology,25/02/1997
62,BIO / 1062,Kristen,Gilbert,Female,Biology,01/12/2002
62,CHE / 1062,Brian,Pugh,Female,Chemistry,03/01/2000
62,COM / 1062,William,Randall,Female,Computer Science,08/08/2000
62,ECO / 1062,Hannah,Lewis,Male,Economics,01/03/1999
62,ENG / 1062,Patrick,Martin,Female,English,10/04/1997
62,HIS / 1062,Donna,Hill,Female,History,12/12/1999
62,MAT / 1062,Dale,Chambers,Female,Mathematics,27/03/1997
62,PHY / 1062,Christina,Williams,Male,Physics,01/03/2001
62,POL / 1062,Edward,Johnson,Male,Political Science,25/04/2000
62,PSY / 1062,Elizabeth,Thomas,Male,Psychology,13/08/2001
63,BIO / 1063,Sandra,Martinez,Female,Biology,15/04/1996
63,CHE / 1063,Melissa,Lee,Male,Chemistry,05/10/1999
63,COM / 1063,Colleen,Lambert,Male,Computer Science,09/07/2002
63,ECO / 1063,Frank,Schaefer,Female,Economics,27/01/1997
63,ENG / 1063,Nicole,Booth,Male,English,23/10/1999
63,HIS / 1063,Michael,Wise,Male,History,05/03/2001
63,MAT / 1063,Frank,Lee,Male,Mathematics,16/04/2000
63,PHY / 1063,Jacob,Campbell,Male,Physics,23/01/1997
63,POL / 1063,Paul,Arellano,Female,Political Science,03/02/1996
63,PSY / 1063,Monica,Hall,Female,Psychology,01/12/2001
64,BIO / 1064,Carol,Robertson,Male,Biology,01/12/2001
64,CHE / 1064,Karen,Hicks,Female,Chemistry,24/10/2001
64,COM / 1064,Patrick,Ortiz,Male,Computer Science,16/12/1999
64,ECO / 1064,Jonathan,Allison,Male,Economics,28/08/1997
64,ENG / 1064,Deanna,Hernandez,Male,English,26/04/2000
64,HIS / 1064,Cassandra,Crawford,Female,History,05/07/1998
64,MAT / 1064,Alicia,Bright,Female,Mathematics,08/10/1999
64,PHY / 1064,Lauren,Michael,Male,Physics,18/07/1998
64,POL / 1064,Steven,Montgomery,Male,Political Science,19/07/2000
64,PSY / 1064,Joshua,Burns,Male,Psychology,20/03/1999
65,BIO / 1065,Natasha,Cantrell,Female,Biology,06/11/2000
65,CHE / 1065,Ryan,Hanson,Male,Chemistry,26/11/2001
65,COM / 1065,Angel,Williams,Male,Computer Science,15/08/1997
65,ECO / 1065,Kyle,Diaz,Female,Economics,14/06/2000
65,ENG / 1065,Donald,Leblanc,Male,English,03/07/2001
65,HIS / 1065,Michael,Barnett,Female,History,21/07/1996
65,MAT / 1065,Eric,Floyd,Male,Mathematics,13/03/2001
65,PHY / 1065,Barbara,Jones,Male,Physics,16/10/1996
65,POL / 1065,Brandon,Phillips,Female,Political Science,17/08/2000
65,PSY / 1065,Dawn,Rivera,Female,Psychology,28/10/2000
66,BIO / 1066,Andrew,Perez,Male,Biology,07/01/2001
66,CHE / 1066,Amanda,Glenn,Female,Chemistry,28/07/2001
66,COM / 1066,David,Trujillo,Male,Computer Science,21/11/1997
66,ECO / 1066,Mary,Henderson,Male,Economics,10/02/1998
66,ENG / 1066,Kristin,Dickerson,Male,English,04/12/1997
66,HIS / 1066,Tracy,Adams,Male,History,25/11/2002
66,MAT / 1066,Priscilla,Hampton,Male,Mathematics,04/09/1998
66,PHY / 1066,Teresa,Matthews,Female,Physics,30/06/1999
66,POL / 1066,Adam,Haynes,Female,Political Science,20/11/2002
66,PSY / 1066,Monica,Atkins,Female,Psychology,28/11/1998
67,BIO / 1067,Eugene,Murray,Female,Biology,17/12/1996
67,CHE / 1067,Jerry,Rogers,Male,Chemistry,20/02/2000
67,COM / 1067,Shawn,Johnson,Male,Computer Science,21/09/1996
67,ECO / 1067,Vicki,Phillips,Female,Economics,29/09/2002
67,ENG / 1067,Ricky,Conner,Female,English,12/08/1999
67,HIS / 1067,Jennifer,Bell,Male,History,03/09/2001
67,MAT / 1067,Robert,Massey,Female,Mathematics,22/02/1997
67,PHY / 1067,Melissa,Benton,Female,Physics,01/09/1996
67,POL / 1067,Michelle,Cooper,Female,Political Science,12/06/1998
67,PSY / 1067,Monique,Smith,Male,Psychology,04/11/1997
68,BIO / 1068,Crystal,Boone,Female,Biology,26/07/2002
68,CHE / 1068,Ronald,Wang,Female,Chemistry,15/03/2001
68,COM / 1068,Wesley,Flores,Female,Computer Science,07/02/1999
68,ECO / 1068,Edward,Lopez,Male,Economics,06/02/1997
68,ENG / 1068,David,Clark,Male,English,24/09/2002
68,HIS / 1068,David,Keller,Male,History,06/05/2000
68,MAT / 1068,Christine,Becker,Female,Mathematics,05/10/2002
68,PHY / 1068,Jeffrey,Jones,Female,Physics,02/11/2000
68,POL / 1068,Christopher,Sandoval,Female,Political Science,11/03/1996
68,PSY / 1068,Tara,Smith,Male,Psychology,24/04/1998
69,BIO / 1069,Daniel,Robinson,Female,Biology,29/07/1997
69,CHE / 1069,Amanda,Rivera,Male,Chemistry,15/08/2002
69,COM / 1069,Alexander,Curtis,Female,Computer Science,03/07/1996
69,ECO / 1069,Victoria,Brown,Female,Economics,29/07/1999
69,ENG / 1069,Spencer,Robinson,Female,English,24/01/2000
69,HIS / 1069,Hailey,Martin,Male,History,14/10/2001
69,MAT / 1069,Kathryn,Johnson,Female,Mathematics,12/10/1996
69,PHY / 1069,Zachary,Everett,Male,Physics,17/03/2001
69,POL / 1069,Jennifer,Miller,Female,Political Science,14/10/2000
69,PSY / 1069,Melissa,Kelly,Male,Psychology,16/12/2000
70,BIO / 1070,William,Scott,Male,Biology,30/01/1998
70,CHE / 1070,Taylor,Sawyer,Female,Chemistry,14/02/1996
70,COM / 1070,Michael,Johnston,Female,Computer Science,08/07/1996
70,ECO / 1070,Ricardo,Snyder,Male,Economics,03/05/2000
70,ENG / 1070,Diane,Santiago,Female,English,15/08/1999
70,HIS / 1070,Felicia,Dyer,Female,History,07/07/1996
70,MAT / 1070,Deanna,Moore,Female,Mathematics,05/10/2002
70,PHY / 1070,Michelle,Ayers,Female,Physics,13/07/2000
70,POL / 1070,Timothy,Avery,Female,Political Science,30/03/1997
70,PSY / 1070,James,Gallagher,Male,Psychology,17/09/1998
71,BIO / 1071,Susan,Fuentes,Female,Biology,14/03/1997
71,CHE / 1071,Daniel,Martinez,Female,Chemistry,18/05/1997
71,COM / 1071,Amy,Herrera,Male,Computer Science,16/01/2001
71,ECO / 1071,Jason,Knight,Female,Economics,05/11/1997
71,ENG / 1071,Jennifer,Nielsen,Male,English,03/05/2000
71,HIS / 1071,Amanda,Taylor,Male,History,29/03/2000
71,MAT / 1071,Julia,Mathews,Male,Mathematics,26/05/1998
71,PHY / 1071,Kathryn,Mcintyre,Female,Physics,15/07/1996
71,POL / 1071,Mary,Cole,Female,Political Science,20/07/2002
71,PSY / 1071,Elizabeth,Johnson,Male,Psychology,07/09/2002
72,BIO / 1072,George,Sandoval,Female,Biology,14/05/1999
72,CHE / 1072,Aimee,Scott,Male,Chemistry,18/07/2002
72,COM / 1072,Vincent,Chambers,Female,Computer Science,14/11/1997
72,ECO / 1072,Benjamin,Moore,Male,Economics,28/08/1996
72,ENG / 1072,Kaylee,Mcdonald,Male,English,17/05/2000
72,HIS / 1072,Sonya,Salas,Male,History,03/08/1998
72,MAT / 1072,Jonathan,Avila,Male,Mathematics,29/01/2000
72,PHY / 1072,Shawn,Hanna,Male,Physics,25/04/2000
72,POL / 1072,Stephanie,Riley,Male,Political Science,08/08/1998
72,PSY / 1072,Valerie,Rosales,Female,Psychology,01/06/2001
73,BIO / 1073,Tiffany,Wright,Male,Biology,01/09/1999
73,CHE / 1073,Jessica,White,Male,Chemistry,22/03/2000
73,COM / 1073,Jade,Gibson,Male,Computer Science,24/10/2001
73,ECO / 1073,Amy,Davis,Male,Economics,11/12/2002
73,ENG / 1073,Michael,Dixon,Male,English,18/11/2002
73,HIS / 1073,Wendy,Smith,Male,History,28/02/1998
73,MAT / 1073,William,Crane,Male,Mathematics,05/12/2000
73,PHY / 1073,Mark,Nelson,Male,Physics,04/02/2002
73,POL / 1073,Alejandra,King,Female,Political Science,11/06/1996
73,PSY / 1073,Ronald,Garza,Male,Psychology,08/06/1998
74,BIO / 1074,Patrick,Hall,Female,Biology,16/04/2000
74,CHE / 1074,David,Newman,Female,Chemistry,13/03/2001
74,COM / 1074,Gina,Johnson,Female,Computer Science,28/10/2002
74,ECO / 1074,Karen,Sloan,Male,Economics,24/01/1997
74,ENG / 1074,Amy,Moore,Female,English,20/02/1999
74,HIS / 1074,Kyle,Tucker,Male,History,08/06/1999
74,MAT / 1074,Amber,Gill,Male,Mathematics,17/08/2001
74,PHY / 1074,Eric,Leblanc,Female,Physics,28/03/1997
74,POL / 1074,Daniel,Ford,Male,Political Science,12/10/2002
74,PSY / 1074,Daniel,Clark,Female,Psychology,03/01/1996
75,BIO / 1075,Michael,Jenkins,Female,Biology,07/09/2002
75,CHE / 1075,Lucas,Patterson,Male,Chemistry,26/07/1997
75,COM / 1075,Gary,Miller,Male,Computer Science,05/09/1999
75,ECO / 1075,Michelle,Nicholson,Female,Economics,18/11/1997
75,ENG / 1075,Michelle,Johnson,Female,English,03/06/2000
75,HIS / 1075,Anthony,Mora,Male,History,21/12/1997
75,MAT / 1075,Stephen,White,Male,Mathematics,07/06/1997
75,PHY / 1075,Diana,Gilmore,Female,Physics,15/04/1996
75,POL / 1075,Timothy,Page,Female,Political Science,15/04/1996
75,PSY / 1075,Jesse,Dennis,Male,Psychology,11/02/2001
76,BIO / 1076,Stephanie,Jones,Male,Biology,08/12/1998
76,CHE / 1076,Megan,Gray,Female,Chemistry,03/06/1999
76,COM / 1076,Edward,Gonzalez,Female,Computer Science,15/11/2002
76,ECO / 1076,Elizabeth,Porter,Male,Economics,02/09/1997
76,ENG / 1076,Emily,Torres,Male,English,10/07/1997
76,HIS / 1076,Aaron,Butler,Female,History,10/01/2002
76,MAT / 1076,Diane,Jennings,Female,Mathematics,16/09/2000
76,PHY / 1076,Susan,Nicholson,Male,Physics,24/11/2000
76,POL / 1076,Brandon,Johnston,Female,Political Science,25/03/2001
76,PSY / 1076,Jeffrey,Douglas,Male,Psychology,28/05/1997
77,BIO / 1077,Amanda,Baker,Male,Biology,21/06/1998
77,CHE / 1077,Sara,Johnson,Female,Chemistry,07/06/2000
77,COM / 1077,Jodi,Ellison,Male,Computer Science,28/11/2000
77,ECO / 1077,Ronnie,Clark,Female,Economics,04/02/2002
77,ENG / 1077,Timothy,Mccoy,Male,English,25/05/1998
77,HIS / 1077,Kristi,Gibson,Male,History,11/07/1998
77,MAT / 1077,Carol,Raymond,Male,Mathematics,02/08/1999
77,PHY / 1077,Chelsea,Yang,Female,Physics,24/04/2000
77,POL / 1077,Stacey,Chan,Female,Political Science,23/01/2000
77,PSY / 1077,Brian,Jackson,Male,Psychology,24/07/1996
78,BIO / 1078,Christopher,Ramirez,Female,Biology,08/12/1998
78,CHE / 1078,Aimee,Hall,Female,Chemistry,25/03/2002
78,COM / 1078,Mary,Montgomery,Female,Computer Science,22/04/1999
78,ECO / 1078,Eric,Lawrence,Female,Economics,09/04/2000
78,ENG / 1078,Katrina,Key,Female,English,24/09/1999
78,HIS / 1078,Donald,Harrison,Female,History,25/03/1996
78,MAT / 1078,Jamie,Garcia,Female,Mathematics,02/08/1999
78,PHY / 1078,Deanna,Guzman,Female,Physics,23/02/2002
78,POL / 1078,Michael,Garza,Female,Political Science,02/05/1998
78,PSY / 1078,Christopher,Rojas,Male,Psychology,16/10/2001
79,BIO / 1079,Kara,Tucker,Male,Biology,04/01/1997
79,CHE / 1079,Douglas,Ingram,Male,Chemistry,18/05/1999
79,COM / 1079,Charles,Carter,Female,Computer Science,25/05/2001
79,ECO / 1079,Philip,Hicks,Male,Economics,02/11/1996
79,ENG / 1079,Amanda,Smith,Female,English,13/01/1996
79,HIS / 1079,Isaac,Edwards,Male,History,25/05/1999
79,MAT / 1079,Derek,Joseph,Female,Mathematics,14/10/1998
79,PHY / 1079,Andrea,Guerrero,Female,Physics,20/03/1997
79,POL / 1079,Cindy,Khan,Female,Political Science,03/10/2002
79,PSY / 1079,Stephen,Middleton,Female,Psychology,22/05/1996
80,BIO / 1080,Aaron,Ryan,Male,Biology,02/09/2002
80,CHE / 1080,Troy,Waters,Female,Chemistry,05/03/1996
80,COM / 1080,Rebecca,Dominguez,Female,Computer Science,25/09/2001
80,ECO / 1080,Megan,Stanley,Male,Economics,20/09/1999
80,ENG / 1080,Lucas,Norton,Female,English,13/12/2002
80,HIS / 1080,Katrina,Scott,Female,History,22/11/2001
80,MAT / 1080,James,Thomas,Female,Mathematics,28/11/2002
80,PHY / 1080,David,Daugherty,Female,Physics,10/10/1996
80,POL / 1080,Cody,Lee,Male,Political Science,24/01/2000
80,PSY / 1080,Bob,Robbins,Female,Psychology,12/12/1997
81,BIO / 1081,James,Martinez,Female,Biology,06/06/2000
81,CHE / 1081,Nancy,Farmer,Female,Chemistry,02/03/1999
81,COM / 1081,Austin,Hebert,Male,Computer Science,22/03/2002
81,ECO / 1081,Keith,Henderson,Female,Economics,10/08/1999
81,ENG / 1081,Melissa,Erickson,Male,English,26/11/2000
81,HIS / 1081,Margaret,Sutton,Female,History,19/04/1998
81,MAT / 1081,Nicole,Park,Male,Mathematics,23/03/1999
81,PHY / 1081,James,Nguyen,Male,Physics,09/09/1998
81,POL / 1081,Robert,Frazier,Male,Political Science,19/07/2000
81,PSY / 1081,Shelby,Quinn,Female,Psychology,15/07/1997
82,BIO / 1082,Brooke,Patel,Female,Biology,30/07/2001
82,CHE / 1082,Gregory,Ryan,Male,Chemistry,20/02/1999
82,COM / 1082,Steven,Hoffman,Male,Computer Science,25/09/1997
82,ECO / 1082,Cameron,Watkins,Female,Economics,29/07/2002
82,ENG / 1082,Katie,Clark,Male,English,19/04/1999
82,HIS / 1082,Melissa,Stone,Female,History,01/09/2002
82,MAT / 1082,Alan,Oliver,Female,Mathematics,28/12/1999
82,PHY / 1082,Diana,Torres,Male,Physics,29/01/2002
82,POL / 1082,Betty,Gardner,Male,Political Science,28/02/1999
82,PSY / 1082,Anthony,Smith,Female,Psychology,04/08/2002
83,BIO / 1083,Mark,Castillo,Male,Biology,26/08/1999
83,CHE / 1083,Deanna,Green,Female,Chemistry,19/05/1998
83,COM / 1083,Stephen,Lopez,Female,Computer Science,04/10/1997
83,ECO / 1083,Paul,Manning,Female,Economics,14/05/1997
83,ENG / 1083,Dylan,Porter,Male,English,03/06/2001
83,HIS / 1083,Latoya,Perez,Female,History,19/01/2002
83,MAT / 1083,Jennifer,Wilson,Male,Mathematics,30/05/1996
83,PHY / 1083,Robert,Johnson,Female,Physics,02/10/1996
83,POL / 1083,Kimberly,Dickerson,Male,Political Science,08/11/2001
83,PSY / 1083,Adam,Johnson,Male,Psychology,06/12/1996
84,BIO / 1084,Joshua,Abbott,Male,Biology,02/04/2000
84,CHE / 1084,Daniel,Walton,Female,Chemistry,07/02/1997
